DiseaseCode,DiseaseName,Occurances,SymptomsCode,SymptomsName
C0035078,failure kidney,140,C0085619,orthopnea
C0035078,failure kidney,140,C0028961,oliguria
C0035078,failure kidney,140,C0232854,slowing of urinary stream
C0035078,failure kidney,140,C0277794,extreme exhaustion
C0035078,failure kidney,140,C0241526,unresponsiveness
C0035078,failure kidney,140,C0020649,hypotension
C0035078,failure kidney,140,C0014394,enuresis
C0035078,failure kidney,140,C0392680,shortness of breath
C0035078,failure kidney,140,C0019080,haemorrhage
C0035078,failure kidney,140,C0242453,prostatism
C0035078,failure kidney,140,C0442739,no status change
C0035078,failure kidney,140,C0425251,bedridden^UMLS:C0741453_bedridden
C0035078,failure kidney,140,C0015672,fatigue
C0002895,sickle cell anemia,140,C1135120,breakthrough pain
C0002895,sickle cell anemia,140,C0004604,pain back
C0002895,sickle cell anemia,140,C0030193,pain
C0002895,sickle cell anemia,140,C0392680,shortness of breath
C0002895,sickle cell anemia,140,C1260880,snuffle
C0002895,sickle cell anemia,140,C0008031,pain chest
C0002895,sickle cell anemia,140,C0000737,pain abdominal
C0002895,sickle cell anemia,140,C0019214,hepatosplenomegaly
C0002895,sickle cell anemia,140,C0457097,green sputum
C0002895,sickle cell anemia,140,C0277797,apyrexial
C0002895,sickle cell anemia,140,C0018681,headache
C0018801,failure heart,138,C0085619,orthopnea
C0018801,failure heart,138,C0015672,fatigue
C0018801,failure heart,138,C0231807,dyspnea on exertion
C0018801,failure heart,138,C0013404,dyspnea
C0018801,failure heart,138,C0392680,shortness of breath
C0018801,failure heart,138,C0232258,pansystolic murmur
C0018801,failure heart,138,C0240100,jugular venous distention
C0018801,failure heart,138,C0694547,systolic ejection murmur
C0018801,failure heart,138,C0020649,hypotension
C0018801,failure heart,138,C0002962,angina pectoris
C0018801,failure heart,138,C0086439,hypokinesia
C0041912,upper respiratory infection,135,C0010200,cough
C0041912,upper respiratory infection,135,C0242429,throat sore
C0041912,upper respiratory infection,135,C0043144,wheezing
C0041912,upper respiratory infection,135,C0392680,shortness of breath
C0041912,upper respiratory infection,135,C0553668,labored breathing
C0041912,upper respiratory infection,135,C0015967,fever
C0041912,upper respiratory infection,135,C0848340,stuffy nose
C0041912,upper respiratory infection,135,C0850149,non-productive cough
C0041912,upper respiratory infection,135,C1260880,snuffle
C0041912,upper respiratory infection,135,C0085632,indifferent mood
C0041912,upper respiratory infection,135,C0231872,egophony
C0041912,upper respiratory infection,135,C0234866,barking cough
C0041912,upper respiratory infection,135,C0521516,polymyalgia
C0041912,upper respiratory infection,135,C0008033,pleuritic pain
C0041912,upper respiratory infection,135,C0028081,night sweat
C0041912,upper respiratory infection,135,C0013404,dyspnea
C0041912,upper respiratory infection,135,C0239134,productive cough
C0041912,upper respiratory infection,135,C0029053,decreased translucency
C0041912,upper respiratory infection,135,C0035508,rhonchus
C0041912,upper respiratory infection,135,C0425488,rapid shallow breathing
C0041912,upper respiratory infection,135,C0277797,apyrexial
C0041912,upper respiratory infection,135,C0237304,noisy respiration
C0041912,upper respiratory infection,135,C0264273,nasal discharge present
C0041912,upper respiratory infection,135,C0743482,emphysematous change
C0041912,upper respiratory infection,135,C0871754,frail
C0041912,upper respiratory infection,135,C1511606,cystic lesion
C0041912,upper respiratory infection,135,C0436331,symptom aggravating factors
C0041912,upper respiratory infection,135,C0578150,hemodynamically stable
C0019158,hepatitis,133,C0003962,ascites
C0019158,hepatitis,133,C0233308,spontaneous rupture of membranes
C0019158,hepatitis,133,C0231835,tachypnea
C0019158,hepatitis,133,C0000737,pain abdominal
C0019158,hepatitis,133,C0033774,pruritus
C0019158,hepatitis,133,C0003123,anorexia
C0019158,hepatitis,133,C1096646,transaminitis
C0019158,hepatitis,133,C0221151,projectile vomiting
C0019158,hepatitis,133,C0085593,chill
C0019158,hepatitis,133,C0476273,distress respiratory
C0019158,hepatitis,133,C0015967,fever
C0019158,hepatitis,133,C0042963,vomiting
C0020542,hypertension pulmonary,128,C0392680,shortness of breath
C0020542,hypertension pulmonary,128,C0271276,Stahli's line
C0020542,hypertension pulmonary,128,C0581911,heavy legs
C0020542,hypertension pulmonary,128,C0238844,breath sounds decreased
C0020542,hypertension pulmonary,128,C0151315,neck stiffness
C0020542,hypertension pulmonary,128,C0231807,dyspnea on exertion
C0020542,hypertension pulmonary,128,C0010520,cyanosis
C0020542,hypertension pulmonary,128,C0020649,hypotension
C0020542,hypertension pulmonary,128,C0238705,left atrial hypertrophy
C0011168,deglutition disorder,126,C0030554,paresthesia
C0011168,deglutition disorder,126,C0231690,titubation
C0011168,deglutition disorder,126,C0013362,dysarthria
C0011168,deglutition disorder,126,C0221150,painful swallowing
C0011168,deglutition disorder,126,C0019825,hoarseness
C0011168,deglutition disorder,126,C0038450,stridor
C0011168,deglutition disorder,126,C0037763,spasm
C0011168,deglutition disorder,126,C0004093,asthenia
C0011168,deglutition disorder,126,C0234979,dysdiadochokinesia
C0011168,deglutition disorder,126,C0004134,ataxia
C0011168,deglutition disorder,126,C1321756,achalasia
C0011168,deglutition disorder,126,C0043096,decreased body weight
C0011168,deglutition disorder,126,C0427008,stiffness
C0011168,deglutition disorder,126,C0221198,lesion
C0011168,deglutition disorder,126,C0748706,side pain
C0018099,gout,124,C0600142,hot flush
C0018099,gout,124,C0030193,pain
C0018099,gout,124,C0332575,redness
C0018099,gout,124,C0038999,swelling
C0018099,gout,124,C0041834,erythema
C0018099,gout,124,C0743482,emphysematous change
C0018099,gout,124,C0234233,sore to touch
C0018099,gout,124,C0086439,hypokinesia
C0018099,gout,124,C0003962,ascites
C0018099,gout,124,C0376405,patient non compliance
C0040034,thrombocytopaenia,123,C0013491,ecchymosis
C0040034,thrombocytopaenia,123,C0085702,monocytosis
C0040034,thrombocytopaenia,123,C0032781,posterior rhinorrhea
C0040034,thrombocytopaenia,123,C0019080,haemorrhage
C0040034,thrombocytopaenia,123,C0231835,tachypnea
C0040034,thrombocytopaenia,123,C0015967,fever
C0040034,thrombocytopaenia,123,C0033774,pruritus
C0040034,thrombocytopaenia,123,C0020649,hypotension
C0040034,thrombocytopaenia,123,C0015672,fatigue
C0020615,hypoglycemia,122,C0241526,unresponsiveness
C0020615,hypoglycemia,122,C0020672,"hypothermia, natural"
C0020615,hypoglycemia,122,C0542044,incoherent
C0020615,hypoglycemia,122,C0151878,qt interval prolonged
C0020615,hypoglycemia,122,C0311395,lameness^UMLS:C1456822_claudication
C0020615,hypoglycemia,122,C0041657,unconscious state
C0020615,hypoglycemia,122,C0392162,clammy skin
C0020615,hypoglycemia,122,C0032617,polyuria
C0020615,hypoglycemia,122,C0476273,distress respiratory
C0020615,hypoglycemia,122,C0020649,hypotension
C0032290,pneumonia aspiration,119,C0264576,mediastinal shift
C0032290,pneumonia aspiration,119,C0015967,fever
C0032290,pneumonia aspiration,119,C0009024,clonus
C0032290,pneumonia aspiration,119,C0856054,mental status changes
C0032290,pneumonia aspiration,119,C0029053,decreased translucency
C0032290,pneumonia aspiration,119,C0241526,unresponsiveness
C0032290,pneumonia aspiration,119,C0277794,extreme exhaustion
C0032290,pneumonia aspiration,119,C0085628,stupor
C0032290,pneumonia aspiration,119,C0036572,seizure
C0032290,pneumonia aspiration,119,C1096646,transaminitis
C0032290,pneumonia aspiration,119,C0018991,hemiplegia
C0032290,pneumonia aspiration,119,C0010200,cough
C0032290,pneumonia aspiration,119,C0232517,gurgle
C0032290,pneumonia aspiration,119,C0030193,pain
C0032290,pneumonia aspiration,119,C0011991,diarrhea
C0032290,pneumonia aspiration,119,C0000737,pain abdominal
C0009319,colitis,114,C0015967,fever
C0009319,colitis,114,C0205400,thicken
C0009319,colitis,114,C0457097,green sputum
C0009319,colitis,114,C0042963,vomiting
C0009319,colitis,114,C0027498,nausea and vomiting
C0009319,colitis,114,C0541798,awakening early
C0009319,colitis,114,C0030193,pain
C0009319,colitis,114,C0027497,nausea
C0009319,colitis,114,C0085593,chill
C0009319,colitis,114,C0232726,tenesmus
C0009319,colitis,114,C0150045,urge incontinence
C0009319,colitis,114,C0000737,pain abdominal
C0009319,colitis,114,C0578150,hemodynamically stable
C1510475,diverticulosis,114,C1167754,fecaluria
C1510475,diverticulosis,114,C0009806,constipation
C1510475,diverticulosis,114,C0549483,abscess bacterial
C1510475,diverticulosis,114,C0744740,heme positive
C1510475,diverticulosis,114,C0220870,lightheadedness
C1510475,diverticulosis,114,C0011991,diarrhea
C1510475,diverticulosis,114,C0019080,haemorrhage
C1510475,diverticulosis,114,C0030193,pain
C1510475,diverticulosis,114,C0221151,projectile vomiting
C1510475,diverticulosis,114,C0232894,pneumatouria
C1510475,diverticulosis,114,C1511606,cystic lesion
C1510475,diverticulosis,114,C0003123,anorexia
C1510475,diverticulosis,114,C0027497,nausea
C1510475,diverticulosis,114,C0424000,feeling suicidal
C1510475,diverticulosis,114,C0150041,feeling hopeless
C0038663,suicide attempt,114,C0233762,hallucinations auditory
C0038663,suicide attempt,114,C0917801,sleeplessness
C0038663,suicide attempt,114,C0438696,suicidal
C0038663,suicide attempt,114,C0424230,motor retardation
C0038663,suicide attempt,114,C0424109,weepiness
C0038663,suicide attempt,114,C0235198,unable to concentrate
C0038663,suicide attempt,114,C0234544,todd paralysis
C0038663,suicide attempt,114,C0233481,worry
C0038663,suicide attempt,114,C0015672,fatigue
C0038663,suicide attempt,114,C0040822,tremor
C0038663,suicide attempt,114,C0740880,alcoholic withdrawal symptoms
C0038663,suicide attempt,114,C0085631,agitation
C0038663,suicide attempt,114,C0241526,unresponsiveness
C0038663,suicide attempt,114,C0312422,blackout
C0038663,suicide attempt,114,C0424092,withdraw
C0038663,suicide attempt,114,C1299586,difficulty
C0038663,suicide attempt,114,C0022107,irritable mood
C0038663,suicide attempt,114,C0234215,sensory discomfort
C0038663,suicide attempt,114,C0013144,drowsiness
C0038663,suicide attempt,114,C0016579,formication
C0038663,suicide attempt,114,C0041657,unconscious state
C0038663,suicide attempt,114,C0015967,fever
C0038663,suicide attempt,114,C0010200,cough
C0032305,Pneumocystis carinii pneumonia,113,C0457096,yellow sputum
C0032305,Pneumocystis carinii pneumonia,113,C0006625,cachexia
C0032305,Pneumocystis carinii pneumonia,113,C0085593,chill
C0032305,Pneumocystis carinii pneumonia,113,C0043096,decreased body weight
C0032305,Pneumocystis carinii pneumonia,113,C0239134,productive cough
C0032305,Pneumocystis carinii pneumonia,113,C0231528,myalgia
C0032305,Pneumocystis carinii pneumonia,113,C0011991,diarrhea
C0032305,Pneumocystis carinii pneumonia,113,C0151315,neck stiffness
C0032305,Pneumocystis carinii pneumonia,113,C0239133,hacking cough
C0032305,Pneumocystis carinii pneumonia,113,C1384606,dyspareunia
C0032305,Pneumocystis carinii pneumonia,113,C0020621,hypokalemia
C0032305,Pneumocystis carinii pneumonia,113,C0231807,dyspnea on exertion
C0032305,Pneumocystis carinii pneumonia,113,C0149758,poor dentition
C0032305,Pneumocystis carinii pneumonia,113,C1096646,transaminitis
C0032305,Pneumocystis carinii pneumonia,113,C0850149,non-productive cough
C0032305,Pneumocystis carinii pneumonia,113,C0018681,headache
C0032305,Pneumocystis carinii pneumonia,113,C0857516,floppy
C0032305,Pneumocystis carinii pneumonia,113,C0233308,spontaneous rupture of membranes
C0019163,hepatitis B,111,C0233467,inappropriate affect
C0019163,hepatitis B,111,C0231835,tachypnea
C0019163,hepatitis B,111,C0457096,yellow sputum
C0019163,hepatitis B,111,C0221151,projectile vomiting
C0019163,hepatitis B,111,C0576456,poor feeding
C0019163,hepatitis B,111,C0000737,pain abdominal
C0019163,hepatitis B,111,C0232498,abdominal tenderness
C0019163,hepatitis B,111,C0558195,wheelchair bound
C0019163,hepatitis B,111,C0859032,moan
C0030567,parkinson disease,108,C1321756,achalasia
C0030567,parkinson disease,108,C0085639,fall
C0030567,parkinson disease,108,C0427008,stiffness
C0030567,parkinson disease,108,C0424092,withdraw
C0030567,parkinson disease,108,C0085631,agitation
C0030567,parkinson disease,108,C0018991,hemiplegia
C0030567,parkinson disease,108,C1299586,difficulty
C0030567,parkinson disease,108,C0241526,unresponsiveness
C0030567,parkinson disease,108,C0039070,syncope
C0030567,parkinson disease,108,C0427055,facial paresis
C0030567,parkinson disease,108,C0149746,orthostasis
C0030567,parkinson disease,108,C0233481,worry
C0030567,parkinson disease,108,C0013144,drowsiness^UMLS:C0234450_sleepy
C0030567,parkinson disease,108,C0018965,hematuria
C0030567,parkinson disease,108,C0040822,tremor
C0030567,parkinson disease,108,C0028081,night sweat
C0030567,parkinson disease,108,C0577559,mass of body structure
C0024299,lymphoma,105,C0221198,lesion
C0024299,lymphoma,105,C0015967,fever
C0024299,lymphoma,105,C0221232,welt
C0024299,lymphoma,105,C1096646,transaminitis
C0024299,lymphoma,105,C0043096,decreased body weight
C0024299,lymphoma,105,C0004134,ataxia
C0024299,lymphoma,105,C0040264,tinnitus
C0024299,lymphoma,105,C0020303,hydropneumothorax
C0024299,lymphoma,105,C0429562,superimposition
C0024299,lymphoma,105,C0019079,haemoptysis
C0024299,lymphoma,105,C0015672,fatigue^UMLS:C0557875_tired
C0024299,lymphoma,105,C0085602,polydypsia
C0024299,lymphoma,105,C0241705,difficulty passing urine
C0020456,hyperglycemia,104,C0234233,sore to touch
C0020456,hyperglycemia,104,C0033774,pruritus
C0020456,hyperglycemia,104,C0235129,feeling strange
C0020456,hyperglycemia,104,C0241157,pustule
C0020456,hyperglycemia,104,C0332601,cushingoid facies^UMLS:C0878661_cushingoid habitus
C0020456,hyperglycemia,104,C0043096,decreased body weight
C0020456,hyperglycemia,104,C0344315,mood depressed
C0020456,hyperglycemia,104,C0239301,estrogen use
C0020456,hyperglycemia,104,C0043144,wheezing
C0020456,hyperglycemia,104,C0003962,ascites
C0020456,hyperglycemia,104,C0036572,seizure
C0085584,encephalopathy,103,C0242143,uncoordination
C0085584,encephalopathy,103,C0232766,asterixis
C0085584,encephalopathy,103,C0019080,haemorrhage
C0085584,encephalopathy,103,C0013144,drowsiness^UMLS:C0234450_sleepy
C0085584,encephalopathy,103,C0424530,absences finding
C0085584,encephalopathy,103,C0872410,posturing
C0085584,encephalopathy,103,C0236018,aura
C0085584,encephalopathy,103,C0270844,tonic seizures
C0085584,encephalopathy,103,C0742985,debilitation
C0085584,encephalopathy,103,C0239110,consciousness clear
C0085584,encephalopathy,103,C0241526,unresponsiveness
C0085584,encephalopathy,103,C0205400,thicken
C0085584,encephalopathy,103,C0086439,hypokinesia
C0040961,tricuspid valve insufficiency,101,C0392680,shortness of breath
C0040961,tricuspid valve insufficiency,101,C0030193,pain
C0040961,tricuspid valve insufficiency,101,C0042963,vomiting
C0040961,tricuspid valve insufficiency,101,C0027497,nausea
C0040961,tricuspid valve insufficiency,101,C0428977,bradycardia
C0040961,tricuspid valve insufficiency,101,C0000737,pain abdominal
C0040961,tricuspid valve insufficiency,101,C0015967,fever
C0040961,tricuspid valve insufficiency,101,C0008767,cicatrisation
C0040961,tricuspid valve insufficiency,101,C0264576,mediastinal shift
C0040961,tricuspid valve insufficiency,101,C0338656,impaired cognition
C0002395,Alzheimer's disease,101,C0013132,drool
C0002395,Alzheimer's disease,101,C0085631,agitation
C0002395,Alzheimer's disease,101,C0028084,nightmare
C0002395,Alzheimer's disease,101,C0035508,rhonchus
C0002395,Alzheimer's disease,101,C0239110,consciousness clear
C0002395,Alzheimer's disease,101,C0235231,pin-point pupils
C0002395,Alzheimer's disease,101,C0425251,bedridden^UMLS:C0741453_bedridden
C0002395,Alzheimer's disease,101,C0871754,frail
C0002395,Alzheimer's disease,101,C0234379,tremor resting
C0002395,Alzheimer's disease,101,C0020461,hyperkalemia
C0002395,Alzheimer's disease,101,C0427055,facial paresis
C0002395,Alzheimer's disease,101,C0541992,groggy
C0002395,Alzheimer's disease,101,C0231530,muscle twitch
C0002395,Alzheimer's disease,101,C0558195,wheelchair bound
C0002395,Alzheimer's disease,101,C0040822,tremor
C0002395,Alzheimer's disease,101,C0010200,cough
C0002395,Alzheimer's disease,101,C0015967,fever
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0011991,diarrhea
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0242429,throat sore
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0043096,decreased body weight
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0085593,chill
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0018681,headache
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0232498,abdominal tenderness
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0376405,patient non compliance
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0085636,photophobia
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0028081,night sweat
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0221150,painful swallowing
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0149758,poor dentition
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C1096646,transaminitis
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0850149,non-productive cough
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C0559546,adverse reaction^UMLS:C0879626_adverse effect
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,C1291077,abdominal bloating
C0442874,neuropathy,99,C0004093,asthenia
C0442874,neuropathy,99,C0028643,numbness
C0442874,neuropathy,99,C0027498,nausea and vomiting
C0442874,neuropathy,99,C0541798,awakening early
C0442874,neuropathy,99,C0020303,hydropneumothorax
C0442874,neuropathy,99,C0429562,superimposition
C0442874,neuropathy,99,C0231230,fatigability
C0442874,neuropathy,99,C0232726,tenesmus
C0442874,neuropathy,99,C0030193,pain
C0442874,neuropathy,99,C0232854,slowing of urinary stream
C0022658,kidney disease,96,C0392680,shortness of breath
C0022658,kidney disease,96,C0020461,hyperkalemia
C0022658,kidney disease,96,C0008031,pain chest
C0022658,kidney disease,96,C0015967,fever
C0022658,kidney disease,96,C0232995,gravida 0
C0022658,kidney disease,96,C0151706,bleeding of vagina
C0023267,fibroid tumor,96,C0233071,para 2
C0023267,fibroid tumor,96,C0019080,haemorrhage
C0023267,fibroid tumor,96,C0156543,abortion
C0023267,fibroid tumor,96,C0232943,intermenstrual heavy bleeding
C0023267,fibroid tumor,96,C0026827,muscle hypotonia^UMLS:C0241938_hypotonic
C0023267,fibroid tumor,96,C0232997,previous pregnancies 2
C0023267,fibroid tumor,96,C0392680,shortness of breath
C0023267,fibroid tumor,96,C0015967,fever
C0023267,fibroid tumor,96,C0018834,heartburn
C0023267,fibroid tumor,96,C0860096,primigravida
C0023267,fibroid tumor,96,C0702118,abnormally hard consistency
C0023267,fibroid tumor,96,C1405524,proteinemia
C0017601,glaucoma,95,C0085639,fall
C0017601,glaucoma,95,C0000731,distended abdomen
C0017601,glaucoma,95,C1273573,unsteady gait
C0017601,glaucoma,95,C0030554,paresthesia
C0017601,glaucoma,95,C0020625,hyponatremia
C0017601,glaucoma,95,C0085631,agitation
C0017601,glaucoma,95,C0041657,unconscious state
C0017601,glaucoma,95,C0085624,burning sensation
C0017601,glaucoma,95,C0221198,lesion
C0017601,glaucoma,95,C0577559,mass of body structure
C0027627,neoplasm metastasis,94,C0205400,thicken
C0027627,neoplasm metastasis,94,C1269955,tumor cell invasion
C0027627,neoplasm metastasis,94,C1513183,metastatic lesion
C0027627,neoplasm metastasis,94,C0007859,pain neck
C0027627,neoplasm metastasis,94,C0034079,lung nodule
C0027627,neoplasm metastasis,94,C0030193,pain
C0027627,neoplasm metastasis,94,C0000737,pain abdominal
C0027627,neoplasm metastasis,94,C0149696,food intolerance
C0027627,neoplasm metastasis,94,C0577559,mass of body structure
C0027627,neoplasm metastasis,94,C0741302,atypia
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0221198,lesion
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0242453,prostatism
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0009806,constipation
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0858924,general discomfort
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0011991,diarrhea
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0000737,pain abdominal
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0152032,urinary hesitation
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0857087,dizzy spells
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0278146,shooting pain
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0428977,bradycardia
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0042963,vomiting
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0694547,systolic ejection murmur
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0027497,nausea
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0235250,hyperemesis
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,C0085602,polydypsia
C0011880,ketoacidosis diabetic ,93,C0032617,polyuria
C0011880,ketoacidosis diabetic ,93,C0042963,vomiting
C0011880,ketoacidosis diabetic ,93,C0027497,nausea
C0011880,ketoacidosis diabetic ,93,C0000737,pain abdominal
C0011880,ketoacidosis diabetic ,93,C0443260,milky
C0011880,ketoacidosis diabetic ,93,C0235129,feeling strange
C0011880,ketoacidosis diabetic ,93,C0232517,gurgle
C0011880,ketoacidosis diabetic ,93,C0027769,nervousness
C0011880,ketoacidosis diabetic ,93,C0232498,abdominal tenderness
C0011880,ketoacidosis diabetic ,93,C0232605,regurgitates after swallowing
C0011880,ketoacidosis diabetic ,93,C0344232,vision blurred
C0011880,ketoacidosis diabetic ,93,C0152032,urinary hesitation
C0011880,ketoacidosis diabetic ,93,C0011991,diarrhea
C0011880,ketoacidosis diabetic ,93,C0036572,seizure
C0011880,ketoacidosis diabetic ,93,C0236018,aura
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0013144,drowsiness
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0542073,lip smacking
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0027066,myoclonus
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0040822,tremor
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0751466,phonophobia
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0522336,rolling of eyes
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0234450,sleepy
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0019572,hirsutism
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0554980,moody
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0231530,muscle twitch
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0241526,unresponsiveness
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0018681,headache
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0002416,ambidexterity
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0424530,absences finding
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0037763,spasm
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C0043096,decreased body weight
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,C1269955,tumor cell invasion
C0006826,malignant neoplasms,90,C0232118,pulsus paradoxus
C0006826,malignant neoplasms,90,C1291692,gravida 10
C0006826,malignant neoplasms,90,C0577559,mass of body structure
C0006826,malignant neoplasms,90,C0221198,lesion
C0006826,malignant neoplasms,90,C0018834,heartburn
C0006826,malignant neoplasms,90,C0028081,night sweat
C0006826,malignant neoplasms,90,C0205400,thicken
C0006826,malignant neoplasms,90,C0085593,chill
C0006826,malignant neoplasms,90,C0029053,decreased translucency
C0006826,malignant neoplasms,90,C0000737,pain abdominal
C0006826,malignant neoplasms,90,C0541911,dullness
C0006826,malignant neoplasms,90,C0149696,food intolerance
C0006826,malignant neoplasms,90,C0476273,distress respiratory
C0006826,malignant neoplasms,90,C0020649,hypotension
C1145670,respiratory failure,90,C0018991,hemiplegia
C1145670,respiratory failure,90,C0037384,snore
C1145670,respiratory failure,90,C0241526,unresponsiveness
C1145670,respiratory failure,90,C0239134,productive cough
C1145670,respiratory failure,90,C0013404,dyspnea
C1145670,respiratory failure,90,C0231835,tachypnea
C1145670,respiratory failure,90,C0020461,hyperkalemia
C1145670,respiratory failure,90,C0086439,hypokinesia
C1145670,respiratory failure,90,C0232201,sinus rhythm
C1145670,respiratory failure,90,C0427108,general unsteadiness
C1145670,respiratory failure,90,C0006318,bruit
C1145670,respiratory failure,90,C0239110,consciousness clear
C1145670,respiratory failure,90,C0392680,shortness of breath
C1145670,respiratory failure,90,C0221198,lesion
C1145670,respiratory failure,90,C0332575,redness
C0025202,melanoma,87,C0577559,mass of body structure
C0025202,melanoma,87,C0221166,paraparesis
C0025202,melanoma,87,C0015967,fever
C0025202,melanoma,87,C0232995,gravida 0
C0025202,melanoma,87,C0030193,pain
C0025202,melanoma,87,C0033774,pruritus
C0025202,melanoma,87,C0024103,mass in breast
C0025202,melanoma,87,C0042963,vomiting
C0025202,melanoma,87,C0011991,diarrhea
C0017160,gastroenteritis,87,C0000737,pain abdominal
C0017160,gastroenteritis,87,C0476287,breath-holding spell
C0017160,gastroenteritis,87,C0027497,nausea
C0017160,gastroenteritis,87,C0043096,decreased body weight
C0017160,gastroenteritis,87,C0234233,sore to touch
C0017160,gastroenteritis,87,C0240962,scleral icterus
C0017160,gastroenteritis,87,C0015967,fever
C0017160,gastroenteritis,87,C0231528,myalgia
C0017160,gastroenteritis,87,C0020625,hyponatremia
C0017160,gastroenteritis,87,C0232602,retch
C0017160,gastroenteritis,87,C0577559,mass of body structure
C0017160,gastroenteritis,87,C0043096,decreased body weight
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0221198,lesion
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0010200,cough
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0034079,lung nodule
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0392680,shortness of breath
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0019079,haemoptysis
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0742985,debilitation
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0232517,gurgle
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0234238,ache
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0034642,rale
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0028081,night sweat
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0029053,decreased translucency
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0004093,asthenia
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C1513183,metastatic lesion
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0085631,agitation
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,C0022107,irritable mood
C0024713,manic disorder,85,C0455769,energy increased
